Patent Summary,Result
"본 발명은 데이터통신망을 이용한 원격 보안통제 시스템 및 그 방법에 관한 것으로, 경비대상처 내에 설치된 감지센서에 의한 이상 감지신호 발생시 경비대상처 내의 화상을 촬상하고, 경비대상처 내의 음성데이터를 전송받아 침입상황을 원격 관제센터에서 정확하게 인식하도록 하며, 주요 위치에 설치한 연무발생장치에 접근하는 침입자를 육안으로 확인한 후 원격으로 연무가 발생되도록 제어함으로써 침입자의 시야를 완전 차단시키도록 하여 출동요원이 도착할 때까지의 소요시간 동안 침입행위 이외의 도난 행위를 행할 수 없도록 하기 위한 데이터통신망을 이용한 원격 보안통제 시스템 및 그 방법을 제공함에 그 목적이 있다. 본 발명은 경비대상처 내에 설치된 각종 감지센서로부터 감지신호를 인가받아 원격 전송하고, 침입신호 발생시 경광등 및 경고음을 발생시키도록 설정되어져 있으며, 감지신호 발생시 경비대상처 내의 영상 및 음성을 캡쳐하여 원격 전송시키는 제어를 행하며, 연무 발생제어신호를 원격 전송받아 연무발생을 실행하도록 제어하기 위해 경비대상처 내에 설치된 제 1∼제 N 보안 단말기와; 출동요원의 차량이나 경찰청에 유무선망을 매개하여 출동 지시정보를 전송받을 수 있도록 출동정보 표시수단이 구비된 제 1∼제 N 출동단말기와; 상기 제 1∼제 N 보안 단말기로부터 침입신호 발생시 해당 경비대상처 내에서 캡쳐된 침입 영상정보를 원격 전송받아 화면 출력시키기 위한 가입자의 모바일 단말기와; 상기 모바일 단말기측으로의 경비대상처 침입 영상정보를 전송하기 위한 이동통신 중계기와; 상기 제 1∼제 N 보 안 단말기로부터 침입감지 신호를 인가받아 캡쳐용 카메라를 구동시키며, 그 카메라를 통해 캡쳐된 영상을 통해 침입여부를 판단하여 침입시 상기 출동 단말기를 매개로 출동지령을 하달하고, 동시에 그 침입 영상정보를 상기 가입자의 모바일 단말기로 전송하도록 제어하며, 침입상황 관제시 도난의 우려가 있다고 판단되면 상기 제 1∼제 N 보안 단말기로 연무 발생 제어신호를 발생시키기 위해 모니터 및 데이터베이스가 각각 내장된 원격 보안 관제서버로 구성된 것을 특징으로 한다.",거절
"본 발명은 인터넷을 통한 유료게임이면서 게임 당사자들간의 사이버머니를 통한 내기게임의 장을 제공하는 Business Method이다. 서비스제공자는 게임의 장을 인터넷 cyber 상에서 마련하고 게임어(gamer)들은 제공자가 마련한 인터넷공간에 들어와 게임회원이 되고 불특정인(들)을 상대로 무작위 또는 본인선택을 통한 상대와 1 : 1 또는 1 : 다 (多) 또는 다(多) : 다 (多)의 게임의 승부를 펼치게 된다. 게임의 신청은 서비스 제공자가 정한 기준에 의해 일정액의 사이버 머니를 참가비로 걸고 게임에 임하게 되며, 승부결과에 따라 패자는 일정액의 걸어놓은 참가비를 잃게 되고, 반대로 승자는 상대의 사이버머니를 따서 취하게 되는데, 이때 서비스제공 사업자는 패자와 승자로부터 일정액의 게임이용료(게임제공사업자 수익)를 제하고 승자에게 나머지 금액을 지급 또는 적립하여 추후 원할 때 찾을 수 있도록하는 방법이다. 또한 상기 지불형태가 적절치 않다고 판단되면 다른 지불방법으로써, 마일리지 점수를 주고 상품으로 제공하는 것도 또 다른 지불형태가 될 수 있다. 인터넷게임, 온라인게임, 내기게임",거절
"본 발명은 흉부의 피부표면에서 측정된 심전신호를 무선으로 전송할 수 있는 장치로서 송신된 심박변동의 시간영역과 주파수영역의 평가지수를 사용하여 심장자율신경활동을 진단하는 장치를 제공한다. 이러한 장치는 심전도 송신부(T) 및 심전도 수신부(R)를 포함하여 구성되며, 그 심전도 송신부(T)는, 보턴형 리튬전지(1, 1a)로 구동되며 심전신호를 체표면으로부터 감지하기 위한 심전도 전극(2,2a), 심전도 증폭기(3), 프로그램이 내장된 마이크로프로세서(4)로 구성되어 있으며, 심전도 수신부(R)는, 심전신호를 송수신하는데 사용되는 안테나(8), 고입력임피던스 증폭기(3b), 저역필터(6), 수신용 마이크로프로세서(4a)로 구성된다. 본 발명의 효과는 피부와 증폭기 사이에 전극선이 없는 일체형의 전극(2, 2a)과 신호증폭기와 마이크로프로세서를 사용하여 심전신호를 처리하고 바이너리코드로 무선으로 전송할 수 있으며 보턴형 초소형직류전원을 사용함으로 장시간 심박변동의 모니터링이 가능하고, 신호변환과 입출력과 전송을 위한 단일마이크로프로세서내에 심박을 실시간으로 추출할 수 있는 프로그램을 내장하여 자율신경활동의 진단지수인 심박변동의 시간영역 및 주파수영역을 처리할 수 있는 장치를 가지는 것을 특징으로 한다.",거절
"본 발명은 로또복권용 슬립 상에 복권 정보 및 구매자 식별정보를 표시하는 방법 및 이 방법을 이용한 네트웍 상의 로또복권 구매 대행 방법에 관한 것이다. 로또복권용 슬립 상에 복권 정보 및 구매자 식별정보를 표시하는 방법은, 메모리로부터 데이터를 입력받아 프린터를 통하여 로또복권용 슬립 상에 복권 정보 및 구매자 식별정보를 표시하는 방법으로서, 복권 시행 회차, 슬립 일련번호 및 슬립에 표기된 게임 수를 포함한 복권 정보 및 구매자 식별정보를 입력받는 단계와; 타이밍 마크는 표시되어 있으나 실제 게임정보는 기록되지 않는 슬립 상의 여백에 상기 복권정보를 마킹하되, 복권의 시행 회차를 이진수로 인식하여 제1행의 마킹가능한 10개의 위치에 마킹하고, 슬립 일련번호를 이진수로 인식하여 제2행의 마킹가능한 10개 위치와 제3항의 마킹가능한 10개 위치 중 7개 위치에 마킹하며, 슬립에 표기된 게임 수를 이진수로 인식하여 제3행의 마킹가능한 3개 위치에 마킹하는 단계와; 슬립 상의 5개의 게임 영역 중 어느 하나의 하단에 있는 '취소' 항목에 마킹하고, 해당 게임 영역에는 구매자의 주민등록번호 13자리를 십진수로 인식하여 이를 44자리의 이진수로 변환한 후 마킹하는 단계로 구성된다. 로또복권, 슬립, 네트웍, 구매 대행, 서버, 클라이언트, 전자보관증",거절
"본 발명은 각종 차량(화물자동차, 버스, 승합차, 승용차, 지프, 증기, 등)의 부착용품이다. 본 발명의 목적은 운전자가 차량 내에서, 시야를 좌우측 및 후면으로 바라보지 아니하고, 한눈에 차량 외부의 상태를 카메라를 연결한 모니터로 자세히 보면서 안전한 운전을 할 수 있고, 또한 모니터에 비디오녹화기능을 장착시켜 도난방지 및 교통사고분석을 용이하게 하고, 거리측정기 및 속도측정기를 장착하여 외부차량의 운행상태를 감지케 하는 것이다. 본 발명의 구성은 차량의 좌우측과 후면에 카메라를 설치하고, 위 카메라를 모니터에 유선 또는 무선으로 연결하고, 위와 같이 연결된 모니터를 운전석 앞에 설치하고, 또한 도난방지 및 사고분석을 위하여 모니터에 비디오녹화기능을 장착하고, 실시간으로 촬영한 영상물을 휴대용 모니터 또는 PDA 단말기나 휴대폰 단말기로 전파(송)할 장치를 장착하고, 거리측정기와 속도측정기를 장착한다. 본 발명의 효과는 운전자가 차량을 운전하면서 카메라로 촬영한 차량의 좌우측 및 후면의 상태를 모니터로 한눈에 보면서 운전함으로 차선변경, 후진, 주정차 등을 안전하게 할 수 있고, 또한 교통사고시 비디오녹화기능을 재생하여 목격자의 진술 없이도 사고의 시시비비를 명백히 가릴수 있고, 주정차후 차량을 이탈한 운전자가 휴대용 모니터 또는 PDA 단말기나 휴대폰 단말기를 이용하여 차량을 감시함으로써 도난을 예방하고, 도난후 비디오녹화기능을 재생하여 절도자를 용이하게 확인 할 수 있으며, 거리측정기 및 속도측정기를 이용하여 다른 차량의 접근과 접근 속도를 측정하여 방어운전 함으로써 위험을 예방할 수 있다. 카메라, 차량카메라, 모니터, 차량모니터, 차량비디오, 도난방지기, 차량거리측정기, 차량속도측정기, 백미러, 룸미러,",거절
"본 발명은 TV기능을 추가한 휴대폰 및 그의 제어방법에 관한 것으로, 특히 휴대폰에 TV기능을 추가하여 멀티미디어 기능을 구현할 수 있도록 한 TV기능을 추가한 휴대폰 및 그의 제어방법에 관한 것이다. 이를 위하여 본 발명은 TV 안테나를 통해 TV신호를 수신하여 그 수신된 TV신호를 영상과 음성신호로 분리하는 외장형 TV 튜너 모듈과; 일측의 위치한 커넥터를 통해 상기 외장형 TV 튜너 모듈과 인터페이스되어 그 외장형 TV 튜너 모듈로부터 상기 TV 영상 및 음성신호를 입력받아 디지털 영상신호로 디코딩 및 디 인터레이스하여 그에 따른 TV 영상 및 음성을 출력하는 휴대폰으로 구성된 것을 특징으로 한다. 따라서, 본 발명은 휴대폰에 구비된 확장용 메모리의 커넥터와 그 커넥터에 장착되는 메모리 카드를 이용하여 외장형 TV 튜너 모듈과 상기 휴대폰을 인터페이스시킴으로써, 확장용 소정 메모리를 사용함과 아울러, 미관상 보기 안좋은 커넥터를 추가로 구비하지 않아도 될뿐 아니라, 상기 외장형 TV튜너 모듈을 이용함으로써, 휴대폰을 소형시키면서 동시에 이동하면서 TV를 시청할 수 있도록 하는 효과가 있다.",거절
"시청각 인지수단을 갖는 비상등 장치를 제공한다. 이 시청각 인지수단을 갖는 비상등 장치는 크게 메인바디 역할을 하는 케이스와, 케이스 내부에 설치되며 '비상구'와 같은 문구 등을 나타내주는 LED 디스플레이부와, LED 디스플레이부의 제어 및 비상등 장치의 전반적인 구동을 제어해주는 중앙제어부와, LED 디스플레이부 및 비상등 장치의 각 부분으로 전원을 공급해주는 파워 서플라이부와, 파워 서플라이부로 전원이 공급되지 않을 경우 등과 같이 외부로부터의 전원공급의 중단 즉 정전 여부를 감지해주는 정전감지부와, 정전감지부로부터 정전이 감지될 경우 LED 디스플레이부 및 비상등 장치의 각 부분으로 예비된 전원을 공급해주는 예비 배터리부와, 본 발명 시청각 인지수단을 갖는 비상등 장치의 주변에 사람들이 존재하는지의 여부를 감지해주는 비접촉 감지부와, 화재나 정전과 같은 비상 상황시 현재의 비상상황 등을 외부로 알려주는 보이스 컨트롤부와, '비상구'와 같은 문구 등을 외부에서 수정하거나 변경 가능하게 해주는 문자입력부 및, '비상구'와 같은 문구 등을 외부에서 수정하거나 변경할 경우 이러한 수정이나 변경 데이타를 저장시켜주는 유저 메모리부를 포함하여 구성된 것을 특징으로 한다. 비상등",거절
"본 발명은 광고나 이미지, 컨텐츠 등에 대한 사용자의 클릭을 이용해서 광고나 컨텐츠의 효과를 높이고, 보상을 제공하는 방법에 관한 것으로서, 대표적인 방법은, 사용자의 컴퓨터 단말기와 회원 관리 서버, 광고 서버, 논리 서버, 연결 서버, 연산 서버, 통합 서버와 기타 서버를 운영하는 주 사이트와 광고주로 구성된 시스템에서, 사용자가 회원 가입을 하고 로그인을 하는 1 단계와, 광고판과 광고주와의 협약에 의한 숫자, 문자나 완성해야 할 문장, 그림을 서버에서 사용자의 컴퓨터 단말기로 전송해 따로따로 디스플레이되게 하는 2 단계와, 사용자가 광고판을 클릭하면 상세 광고가 디스플레이되는 3 단계와, 상세 광고가 끝나고 나면 숨겨져 있던 숫자, 문자, 그림의 조각을 디스플레이되게 하고, 정해진 것과 일치할 경우 이를 화면의 별도의 공간으로 옮겨 사용자별로 저장하는 4 단계와, 사용자의 수행 정도와 이에 따르는 일정한 원칙에 따라 프로그램적으로 사용자에게 보상을 제공하는 5 단계로 이루어지며, 보상을 위해 사용자가 클릭한 횟수를 카운트하고, 다수의 사용자의 클릭 횟수를 합산해서 광고료를 광고주로부터 후불로 수령하며, 이 중 일부를 과제를 수행한 사용자에게 결과에 따라서 정해진 금액이나 포인트나 기타 방법으로 지급하거나 광고료 중 일정 비율을 사용자 몫으로 해서 과제를 수행한 결과에 따라서 분할해서 지급한다. 본 발명에서는 광고판 대신에 이미지나 컨텐츠로 대신할 수도 있으며, 숫자, 문자, 그림은 광고주와 무관하게 정할 수도 있고, 경품, 상품권, 포인트 등을 직접 보상으로 제공할 수도 있다. 보상에 있어서 광고주에 의한 직접적인 단순 보상과, 참여한 사용자들의 클릭 수를 기반으로 광고주로부터 수령한 광고료의 일부를 참여한 사용자의 과제 수행 정도와 개수에 따라 비율로 나누어 지급하는 역 추첨 보상의 이중 체계로 구성되며, 초기 화면의 광고판 뿐만 아니라 상세 광고나 상세 정보 영역, 또는 숫자, 문자, 그림, 경품 등과 매칭되지 않는 공간을 활용한 광고까지 제시할 수 있어서, 포괄적인 광고가 가능하고, 사용자에 대한 보상을 늘릴 수 있고, 사용자 하기 나름에 따른 보상으로 광고 보기에 대한 동기 부여가 증대되고, 광고 뿐 아니라 교육의 도구나 성금 모금의 도구로도 유용하게 활용할 수 있다. 인터넷, 클릭, 카운트, 숫자, 배열, 문자, 문구, 조각그림, 광고판, 이미지, 컨텐츠,경품, 상품권, 보상, 포인트, 성금, 교육, 횟수, 찾기",거절
"본 발명은 모바일을 이용한 보안감시 시스템에 관한 것으로, 감시지역의 모니터 영상을 저장 녹화시킴은 물론 각종 센서가 작동하면 모바일을 통하여 이상 상태를 문자로 전송 받도록 하는 한편 센서제어 및 팬틸트를 제어하여 치안 및 방범에 활용할 수 있으며, 모바일이나 일반 PC를 통하여 리모트 지역에서도 감시 지역의 영상을 확인 할 수 있도록 하는 것이다. 이러한 본 발명은 캡쳐/오버레이/센서 보드가 구비되고 보안감시 프로그램이 내장되며 영상촬영 카메라와 각종센서가 연결되어 영상입력을 처리하는 시스템과, 시스템에서 처리된 영상신호를 출력받아 처리해 주는 모니터부와, 처리된 영상중 원하는 영상을 백업하여 보관하고 스피커를 통해 경고음성을 전달하는 보조장치부와, 리모트에서 원격 접속하여 시스템에서 출력된 영상이나 백업된 영상을 볼 수 있도록 연결해 주는 인터넷망부와, 인터넷망부에 PC를 연결하여 영상을 볼 수 있도록 하는 리모트 PC부와, 장소에 구애받지 않고 모바일을 이용하여 처리된 영상을 볼 수 있는 모바일부와, 상기 시스템에 센서를 연결하여 이상유무 신호를 전달하는 센서부를 구비함으로써 이루어진다. 모바일, 보안, 영상확인, 감시",거절
"본 발명은 금융기관의 입출금 전표 처리 시스템 및 방법에 관한 것으로 더욱 상세하게는 리더기가 통장이나 카드, 휴대폰에 기록된 정보를 읽고 키패드를 통해 입력된 비밀번호 및 거래내용 정보를 처리하여 출력되는 전표상에 비밀번호 대신 임시승인번호가 기재되도록 하고, 창구 직원은 고객이 가져다 주는 전표상의 임시승인번호만으로 거래를 처리할 수 있게 함으로써 내부자에 의한 비밀번호 도용의 위험이 없어 안전할 뿐만 아니라 수기로 작성되는 거래전표를 보관할 필요가 없으며, 창구에서는 임시승인번호만을 입력하면 되기 때문에 적은 인력으로도 창구 운용이 가능하도록 한 것이다. 입출금 전표, 금융기관",거절
"본 발명은 인터넷에서 쓰기 중간을 활용한 광고 방법에 관한 것으로, 사용자의 컴퓨터 단말기와 서버, 광고 회사로 구성된 시스템에서, 사용자가 게시판, 이메일 등에 쓰기를 하는 동안, 일정한 시간 간격마다, 또는 사용자가 어느 줄까지 썼는지, 또는 이미 쓴 맨 윗줄이 위로 흘러들어가 안 보이게 되었는지 등을, 서버나 사용자 컴퓨터에 장착된 프로그램을 이용해서 체크해서 이때에 광고가 사용자가 쓰고 있는 본문 위나 주위에 디스플레이되게 하고, 일정 시간이 경과하고 나면 사라지게 할 수 있으며, 광고가 이미 쓴 글 본문 위에 디스플레이되는 동안에는 쓰기 기능을 정지시키기도 하는 것으로 이루어진 것을 특징으로 하는 인터넷에서 쓰기 중간을 활용한 광고 방법에 관한 것이다. 본 발명은 문자의 구조나 서버의 메커니즘으로 쓰기 중간에 광고가 디스플레이되도록 할 수도 있고, 광고 대신 다른 기능이 작동하도록 할 수도 있다. 본 발명으로 TV에서 영화나 드라마 중간에 삽입되는 광고와 유사하며 사용자의 쓰기 기능과 광고를 결합한 독특한 광고 효과를 인터넷에서 구현할 수 있다. 인터넷, 광고, 쓰기, 중간, 삽입, 보상, 게시판, Q&A, 질문, 이메일, 배너, 카피, 동화상",거절
"본 발명은 고객관계관리의 방법에 관한 것으로서 대리점의 바코드 시스템과 인터넷에서 P2P 기반의 Application을 이용해서 고객의 정보를 얻고 고객에 맞춤 서비스를 지원하는 CRM을 할 수 있게 하는 방법에 관한 것이다. 본 발명의 특징은, 판매회사의 서버와 각각의 대리점들 그리고 고객인 소비자가 인터넷망으로 연결되고 소비자가 상품을 사면서 받은 Application을 인터넷에서 사용하게 하고 소비자 스스로 정보를 입력하게 하여 판매회사에게 고객정보를 제공하는 방법에 있다. 따라서 기존에 가지고 있는 바코드시스템을 활용함으로써 새로운 CRM 시스템을 구축하는데 드는 비용을 절감할 수 있고, 인터넷 커뮤니티 도구인 P2P 기반의 Application을 사용함으로써 실질 구매 고객인 핵심고객을 파악하고 관리를 할 수 있으며, 인터넷에 접속한 고객의 Application을 통해서 핵심고객에 대한 차별화 된 마케팅을 할 수 있으며, 회원이 비회원에게 Application을 보내고 함께 사용함으로 잠재고객을 확보하는 등 고객관계관리에 유용하게 쓰일 수 있다. 바코드, P2P, 고객관계관리, 응용프로그램, 판촉물, 모바일 바코드",거절
"정보 삽입 처리를 통신 네트워크측에서 행하는 구조를 제공함으로써 정보 삽입 요구자와 수신자 쌍방의 부담을 경감한다. 삽입 정보를 기억하는 정보 축적 장치(40)와, 정보 삽입 요구자에 의해 소유되어 정보 삽입 요구를 출력하는 정보 처리 장치(50)와, 통신 사업자에 의해 소유되어, 통신 서비스를 제공하는 동시에 상기 서비스의 발신측 이용자(U)가 보유하는 발신측 기기(E), 착신측 이용자(U)가 보유하는 착신측 기기(E), 정보 축적 장치(40) 및 정보 처리 장치(50)를 서로 접속하는 통신 네트워크(2)를 포함하여 구성된 정보 삽입 서비스 제공 시스템(1)에 있어서, 정보 처리 장치(50)로부터의 정보 삽입 요구를 수신하고, 정보 삽입 요구 및 서비스 제어국(20)이 관리하는 발신측, 착신측의 각 이용자 정보에 기초하여 삽입 정보를 결정하고, 삽입 정보를 정보 축적 장치(40)로부터 취득하는 정보 관리국(10)과, 삽입 정보를 발신측, 착신측의 각 기기(E)에 삽입하는 정보 전송 장치(30)를 통신 네트워크(2)측에 설치하였다. 정보 삽입 처리, 통신 네트워크, 정보 축적 장치, 정보 처리 장치, 발신측 기기, 착신측 기기, 서비스 제어국, 정보 관리국",거절
"본 발명은 유무선상에서 단말정보를 제공하는 방법으로서, DB에 고객정보를 Dynamic 정보와 Static 정보로 나누고, 양 정보간의 관계를 정의하여 CP(content provider)가 Dynamic 정보를 통해서 단말정보를 요구하면 Static 정보인 단말정보를 제공하는 방법 및 시스템으로 구성함으로서, CP가 웹상에서 휴대폰으로 다운로드서비스를 할 때 해당 서비스를 받을 수 있는 단말기인지를 미리 확인할 수 있도록 하여 비정상적인 서비스가 제공되지 않도록 한다. Dynamic, Static, CP, 단말정보",거절
"본 발명은 고주파 카드를 이용한 소정 장소에 대한 사용자의 착·발 확인 통지 시스템 및 그 방법에 관한 것으로서, 관리자 컴퓨터에서 소정 장소, 예를 들면 유치원, 학원 및 학교 등에 설치된 고주파 카드 리더기를 통하여 입력되는 고주파 카드의 고유번호에 의거하여 해당 사용자의 회원등록을 수행하고, 고주파 카드 리더기로부터 입력되는 고주파 카드에 대한 판독 데이터에 의거하여 소정 장소에 대한 해당 사용자의 도착 및 출발 메시지인 휴대폰 단문 메시지를 생성하여 중계 서버 컴퓨터로 전송한 후 SMS 서비스를 통하여 통신사 서버 컴퓨터로 전송하고, 통신사 서버 컴퓨터에서 소정 장소에 대한 해당 사용자의 도착 및 출발 메시지를 수신자 단말기로 전송하는 경우, 수신자 단말기에서 소정 장소에 대한 해당 사용자의 착·발 메시지를 통신사 서버 컴퓨터로부터 입력받아 이를 수신자에게 실시간으로 디스플레이 한다. 따라서, 본 발명은 RF 송신기능을 구비한 고주파 카드인 교통카드 및 신용카드를 이용하여 소정 장소에 대한 유치원, 초등학생 등의 미성년자의 도착 및 출발 메시지를 수신자 단말기로 전송함으로써, 미성년자의 현재 위치 및 이동 방향에 대한 데이터를 보호자에게 실시간 제공할 수 있는 효과를 제공한다. 또한, 본원 발명은 RF 송신기능을 구비한 일반적인 교통카드 및 신용카드를 이용하여 시스템을 구축함으로써, 복잡한 시스템 구성을 회피할 수 있을 뿐만 아니라 설치비용을 절감할 수 있는 효과를 제공할 수 있다. 네트워크 통신망, 고주파 카드, 교통카드, 관리자 컴퓨터, 관리 서버 컴퓨터, 중계 서버 컴퓨터, 통신사 컴퓨터, 수신자 단말기, 단문 메시지 서비스(SMS)",거절
"본 발명은 차량용 핸즈프리의 제어방법에 관한 것으로서, 핸즈프리 장치와 카오디오가 결합된 차량용 핸즈프리 장치에 있어서 카오디오가 작동 중일 때 휴대폰의 통화버튼부의 통화버튼이 눌려지면 카오디오의 작동을 일시정지 시킨 다음 전화 통화음성을 카오디오의 스피커를 통해 출력하도록 함으로써, 통화 시 통화 음질을 향상시킬 수 있으며, 통화 중에 카오디오가 계속하여 작동되어 듣고자 하는 부분을 지나치게 되는 문제점을 해소할 수 있는 이점이 있다. 핸즈프리, 카오디오, 휴대폰, 일시정지, 모드전환",거절
"본 발명은 이차 전지팩에 관한 것으로, 이차 안전소자를 보호회로 기판 상에 직접 부착하거나, 보호회로 기판 상에 인쇄하거나, 복수의 층으로 이루어지는 보호회로 기판 내 소정의 층에 형성하는 것을 특징으로 한다. 이에 의해, 이차 전지팩의 부피를 감소시키거나, 또는 감소된 부피 만큼 이차 전지의 크기를 늘려서 이차 전지의 충전용량을 높일 수 있으며, 제조 공정을 단순화하는 것이 가능하다는 효과가 있다. 이차 전지, 이차 안전소자, 보호회로, PTC",거절
"본 발명은 지갑의 분실이나 도난으로 인해 주민등록증, 운전면허증, 여권, 신용카드, 직불카드 등을 분실하였을 경우 야기되는 위험을 방지하기 위하여 한번의 전화접속 또는 인터넷 접속으로 분실한 모든 증명서 또는 신용카드를 통합하여 신고 할 수 있는 분실물 통합신고 시스템 및 그 시스템을 이용한 분실물 통합신고 방법을 제공한다. 분실물 통합신고 시스템",거절
"본 발명은 VMS 재배치 방법에 대한 발명으로서, 기존에 저장되어 있던 음성사서함 시스템(VMS)에서 다른 음성사서함 시스템(VMS)으로 음성사서함을 재배치할 때 가입자의 음성정보도 함께 재배치하는 방법에 대한 발명으로, 소스측 VMS 시스템에서 이전하고자 하는 국번의 VMS 시스템상의 데이터를 BKUP하는 단계, VMS 시스템내의 서버상의 기본정보를 재배치하는 단계, BKUP한 데이터를 타겟측 VMS 시스템에 업로드 하는 단계를 포함하는 VMS 국번재배치 방법 발명이다. 이를 통해서 VMS 시스템상의 저장 공간의 포화로 인한 VMS 국번 재배치 시 가입자의 중요한 정보인 음성메세지나 인사말 등의 데이터를 소실하지 않은 채 VMS 국번재배치를 행할 수 있다. VMS, 재배치, 국번",거절
"차량의 운행중 사고를 유발시키는 경우 사고 발생에 대한 정보를 기억하고 있다가 외부의 통신 접속이 있는 경우 기억된 사고 발생 사실에 대한 정보를 통신 접속 요구자에게 무선 통신으로 통지하여 사고 유발후 도주 차량의 정보를 확인할 수 있도록 한 것으로, 차량의 감가속도에 따른 충격량을 검출하는 가속도 센서와, 가속도 센서의 충격량을 분석하여 차량의 사고 발생여부를 판단하며, 사고의 발생으로 판단되면 사고 발생 시점에 대한 정보를 기록하여 검문소나 주변차량으로부터 무선 통신 요구가 수신되면 기록된 사고 발생 정보와 차량 등록번호 및 소유자의 정보를 전송하는 정보 발신유닛을 포함하며, 주행중 가속도 센서로부터 검출되는 충격량이 기준값 이상인지를 판단하는 과정과, 충격량이 기준값 이상이면 직전 속도와의 속도차가 설정된 기준 속도 이상인지를 판단하는 과정과, 속도차가 기준속도 이상이면 사고의 발생으로 판단하여 사고 발생을 기록하고, 사고 발생 정보 전송을 위한 대기 모드 진입하여 외부로부터의 통신 접속을 검출하는 과정과, 외부로부터의 통신 접속이 검출되면 사고 발생 정보 및 차량 등록번호 및 소유자의 정보를 통신 접속 요구에게 전송하는 과정을 포함한다. 정보 제공, 사고 기록, 블루투스, 무선통신",거절
"가. 청구범위에 기재된 발명이 속하는 기술분야. 본 발명은 네트워크상에서의 아이디(ID) 도용 및 공유 방지 방법에 관한 것으로, 보다 상세하게는 인터넷 유료 컨텐츠, ERP, B2B, B2C, 인터넷 뱅킹 등 TCP/IP 기반으로 연결된 모든 업무에서 이용자 아이디와 패스워드의 불법도용 및 공유 문제를 강력하게 차단할 수 있도록 한 아이디 도용 및 공유 방지 방법에 관한 것입니다. 나. 발명이 해결하려는 기술적 과제. 최근 들어 아이디와 패스워드는 인터넷 및 네트워크(TCP/IP) 상에서 자신을 정당하게 인정 받는 신분증임에도 불구하고 최근에는 아이디 도용 및 공유 문제가 사회적으로 심각하게 대두되고 있다. 이는 전자정부 구축 및 인터넷 강국으로의 도약과 컨텐츠 활성화에 커다란 걸림돌이 되고 있으며, 특히 컨텐츠 활성화 측면에서 아이디 도용 및 공유는 정당한 회원이 자신의 정당한 권리를 누릴 수 없고 서비스 제공자는 회원 구분이 어려워 양질의 서비스를 제공하고 정당한 대가를 받지 못하거나 과다한 컨텐츠 요금을 청구하는 것이 지금의 현실인 것이다. 다. 발명의 해결방법의 요지. 상기와 같은 문제를 해결하기 위해 창안된 본 발명은 아이디와 패스워드가 제3자에 의해 노출되거나 도용이 되어도 등록된 고유인증코드와 시스템 고유번호가 일치하지 않으면 컨텐츠를 이용할 수 없을 뿐만 아니라 하나의 계정으로 다수의 사 용자가 유료 컨텐츠를 이용하는 행위도 완벽하게 차단할 수 있으며, 정당한 사용자가 다른 시스템(사무실, 가정, PC방 등)에서 컨텐츠를 이용하기 위해 인증을 요구할 경우에도 휴대폰이나 E-Mail을 통해 사용자 확인 코드를 발급 받아 어느 곳에서나 안전하고 편리하게 컨텐츠를 이용할 수 있도록 한 것이다. 라. 발명의 중요한 용도 사용자 아이디 도용 및 공유 방지.",거절
"본 발명은 보험증권 거래방법에 관한 것으로서, (a) 보험 가입자 컴퓨터로부터 보험 가입자가 가입한 보험 중 거래희망 보험증권에 관한 거래신청 신호를 수신하여 승인하는 단계; (b) 보험 가입자 컴퓨터로부터 청약서를 수신하여 보험증권 거래에 상응하는 생명정리자금을 산정한 후 생명정리자금에 관한 보험 가입자의 동의를 보험 가입자 컴퓨터로부터 수신하는 단계; 및 (c) 별도의 금융기관 서버로 생명정리자금에 해당하는 금액의 이체명령을 전송하는 단계; 를 포함하되, (b) 단계는, 보험 가입자 컴퓨터로 보험 가입자의 기본정보, 질병정보 및 보험정보를 수신하기 위한 청약서 양식을 전송하는 단계; 보험 가입자 컴퓨터로부터 보험 가입자의 기본정보, 질병정보 및 보험정보가 포함된 청약서 및 증명서류에 관한 그림파일을 수신하는 단계; 질병정보 및 보험정보를 이용하여 생명정리자금을 산정하는 단계; 산정된 생명정리자금에 관한 정보를 보험 가입자 컴퓨터로 전송하는 단계; 보험 가입자가 생명정리자금의 금액에 관하여 동의하였는지 여부를 판단하여, 동의한 경우, 보험 가입자의 동의일시 및 동의한 생명정리자금 금액에 관한 정보를 저장하는 단계; 를 포함하는 것을 특징으로 한다. 인터넷, 보험증권, 청약, 생명정리자금",거절
"본 발명은 여러 기종의 휴대용 전화기와 각각 연결하여 사용할 수 있는 유니버셜 핸즈프리 장치에 관한 것이다. 이를 위해 본 발명의 실시예에 따른 유니버셜 핸즈프리 장치는, 휴대용 단말기와의 신호 송수신을 통해 상대방과의 통화가 이루어질 수 있도록 하는 핸즈프리, 핸즈프리에 부착 또는 탈착되어 핸즈프리로부터 수신되는 신호를 전달하는 유니버셜 ID 모듈 연결/분리기 및, 유니버셜 ID 모듈 연결/분리기로부터 수신되는 신호를 휴대용 단말기로 전송하거나 또는 휴대용 단말기로부터 수신되는 신호를 유니버셜 ID 모듈 연결/분리기를 통해 핸즈프리로 전송되도록 하는 휴대폰 인터페이서를 포함한다. 이를 통하여, 휴대용 전화기의 기종 변경(또는 분실)시에도 상기 변경된 휴대용 전화기에 맞는 유니버셜 핸즈프리 장치를 제공할 수 있다. 핸즈프리 장치, 탈부착, 여러 기종의 휴대용 전화기, 스윙, 마모현상",거절
